drug,other,type
DB00845,100,HAS_SUBSTRUCTURE
DB00845,104,HAS_SUBSTRUCTURE
DB00845,112,HAS_SUBSTRUCTURE
DB00845,115,HAS_SUBSTRUCTURE
DB00845,116,HAS_SUBSTRUCTURE
DB00845,123,HAS_SUBSTRUCTURE
DB00845,135,HAS_SUBSTRUCTURE
DB00845,136,HAS_SUBSTRUCTURE
DB00845,137,HAS_SUBSTRUCTURE
DB00845,170,HAS_SUBSTRUCTURE
DB00845,176,HAS_SUBSTRUCTURE
DB00845,180,HAS_SUBSTRUCTURE
DB00845,185,HAS_SUBSTRUCTURE
DB00845,186,HAS_SUBSTRUCTURE
DB00845,188,HAS_SUBSTRUCTURE
DB00845,191,HAS_SUBSTRUCTURE
DB00845,199,HAS_SUBSTRUCTURE
DB00845,200,HAS_SUBSTRUCTURE
DB00845,212,HAS_SUBSTRUCTURE
DB00845,213,HAS_SUBSTRUCTURE
DB00845,223,HAS_SUBSTRUCTURE
DB00845,224,HAS_SUBSTRUCTURE
DB00845,238,HAS_SUBSTRUCTURE
DB00845,242,HAS_SUBSTRUCTURE
DB00845,243,HAS_SUBSTRUCTURE
DB00845,261,HAS_SUBSTRUCTURE
DB00845,278,HAS_SUBSTRUCTURE
DB00845,279,HAS_SUBSTRUCTURE
DB00845,281,HAS_SUBSTRUCTURE
DB00845,284,HAS_SUBSTRUCTURE
DB00845,288,HAS_SUBSTRUCTURE
DB00845,295,HAS_SUBSTRUCTURE
DB00845,297,HAS_SUBSTRUCTURE
DB00845,312,HAS_SUBSTRUCTURE
DB00845,313,HAS_SUBSTRUCTURE
DB00845,317,HAS_SUBSTRUCTURE
DB00845,318,HAS_SUBSTRUCTURE
DB00845,325,HAS_SUBSTRUCTURE
DB00845,326,HAS_SUBSTRUCTURE
DB00845,329,HAS_SUBSTRUCTURE
DB00845,336,HAS_SUBSTRUCTURE
DB00845,338,HAS_SUBSTRUCTURE
DB00845,339,HAS_SUBSTRUCTURE
DB00845,348,HAS_SUBSTRUCTURE
DB00845,349,HAS_SUBSTRUCTURE
DB00845,350,HAS_SUBSTRUCTURE
DB00845,373,HAS_SUBSTRUCTURE
DB00845,377,HAS_SUBSTRUCTURE
DB00845,383,HAS_SUBSTRUCTURE
DB00845,384,HAS_SUBSTRUCTURE
DB00845,385,HAS_SUBSTRUCTURE
DB00845,387,HAS_SUBSTRUCTURE
DB00845,395,HAS_SUBSTRUCTURE
DB00845,407,HAS_SUBSTRUCTURE
DB00845,413,HAS_SUBSTRUCTURE
DB00845,418,HAS_SUBSTRUCTURE
DB00845,425,HAS_SUBSTRUCTURE
DB00845,431,HAS_SUBSTRUCTURE
DB00845,438,HAS_SUBSTRUCTURE
DB00845,439,HAS_SUBSTRUCTURE
DB00845,443,HAS_SUBSTRUCTURE
DB00845,444,HAS_SUBSTRUCTURE
DB00845,452,HAS_SUBSTRUCTURE
DB00845,458,HAS_SUBSTRUCTURE
DB00845,462,HAS_SUBSTRUCTURE
DB00845,469,HAS_SUBSTRUCTURE
DB00845,474,HAS_SUBSTRUCTURE
DB00845,477,HAS_SUBSTRUCTURE
DB00845,492,HAS_SUBSTRUCTURE
DB00845,498,HAS_SUBSTRUCTURE
DB00845,499,HAS_SUBSTRUCTURE
DB00845,508,HAS_SUBSTRUCTURE
DB00845,509,HAS_SUBSTRUCTURE
DB00845,515,HAS_SUBSTRUCTURE
DB00845,531,HAS_SUBSTRUCTURE
DB00845,532,HAS_SUBSTRUCTURE
DB00845,538,HAS_SUBSTRUCTURE
DB00845,551,HAS_SUBSTRUCTURE
DB00845,552,HAS_SUBSTRUCTURE
DB00845,560,HAS_SUBSTRUCTURE
DB00845,562,HAS_SUBSTRUCTURE
DB00845,563,HAS_SUBSTRUCTURE
DB00845,586,HAS_SUBSTRUCTURE
DB00845,592,HAS_SUBSTRUCTURE
DB00845,599,HAS_SUBSTRUCTURE
DB00845,601,HAS_SUBSTRUCTURE
DB00845,602,HAS_SUBSTRUCTURE
DB00845,611,HAS_SUBSTRUCTURE
DB00845,620,HAS_SUBSTRUCTURE
DB00845,633,HAS_SUBSTRUCTURE
DB00845,634,HAS_SUBSTRUCTURE
DB00845,644,HAS_SUBSTRUCTURE
DB00845,645,HAS_SUBSTRUCTURE
DB00845,652,HAS_SUBSTRUCTURE
DB00845,656,HAS_SUBSTRUCTURE
DB00845,657,HAS_SUBSTRUCTURE
DB00845,658,HAS_SUBSTRUCTURE
DB00845,659,HAS_SUBSTRUCTURE
DB00845,671,HAS_SUBSTRUCTURE
DB00845,675,HAS_SUBSTRUCTURE
DB00845,689,HAS_SUBSTRUCTURE
DB00845,693,HAS_SUBSTRUCTURE
DB00845,694,HAS_SUBSTRUCTURE
DB00845,706,HAS_SUBSTRUCTURE
DB00845,709,HAS_SUBSTRUCTURE
DB00845,711,HAS_SUBSTRUCTURE
DB00845,712,HAS_SUBSTRUCTURE
DB00845,713,HAS_SUBSTRUCTURE
DB00845,716,HAS_SUBSTRUCTURE
DB00845,717,HAS_SUBSTRUCTURE
DB00845,733,HAS_SUBSTRUCTURE
DB00845,734,HAS_SUBSTRUCTURE
DB00845,745,HAS_SUBSTRUCTURE
DB00845,750,HAS_SUBSTRUCTURE
DB00845,757,HAS_SUBSTRUCTURE
DB00845,781,HAS_SUBSTRUCTURE
DB00845,788,HAS_SUBSTRUCTURE
DB00845,797,HAS_SUBSTRUCTURE
DB00845,805,HAS_SUBSTRUCTURE
DB00845,816,HAS_SUBSTRUCTURE
DB00845,870,HAS_SUBSTRUCTURE
DB00845,871,HAS_SUBSTRUCTURE
DB00845,883,HAS_SUBSTRUCTURE
DB00845,903,HAS_SUBSTRUCTURE
DB00845,905,HAS_SUBSTRUCTURE
DB00845,906,HAS_SUBSTRUCTURE
DB00845,907,HAS_SUBSTRUCTURE
DB00845,908,HAS_SUBSTRUCTURE
DB00845,925,HAS_SUBSTRUCTURE
DB00845,937,HAS_SUBSTRUCTURE
DB00845,941,HAS_SUBSTRUCTURE
DB00845,955,HAS_SUBSTRUCTURE
DB00845,970,HAS_SUBSTRUCTURE
DB00845,972,HAS_SUBSTRUCTURE
DB00845,984,HAS_SUBSTRUCTURE
DB00845,994,HAS_SUBSTRUCTURE
DB00845,996,HAS_SUBSTRUCTURE
DB00845,1007,HAS_SUBSTRUCTURE
DB00845,1008,HAS_SUBSTRUCTURE
DB00607,8,HAS_SUBSTRUCTURE
DB00607,10,HAS_SUBSTRUCTURE
DB00607,14,HAS_SUBSTRUCTURE
DB00607,17,HAS_SUBSTRUCTURE
DB00607,25,HAS_SUBSTRUCTURE
DB00607,26,HAS_SUBSTRUCTURE
DB00607,32,HAS_SUBSTRUCTURE
DB00607,37,HAS_SUBSTRUCTURE
DB00607,47,HAS_SUBSTRUCTURE
DB00607,51,HAS_SUBSTRUCTURE
DB00607,59,HAS_SUBSTRUCTURE
DB00607,62,HAS_SUBSTRUCTURE
DB00607,64,HAS_SUBSTRUCTURE
DB00607,65,HAS_SUBSTRUCTURE
DB00607,70,HAS_SUBSTRUCTURE
DB00607,82,HAS_SUBSTRUCTURE
DB00607,83,HAS_SUBSTRUCTURE
DB00607,105,HAS_SUBSTRUCTURE
DB00607,106,HAS_SUBSTRUCTURE
DB00607,109,HAS_SUBSTRUCTURE
DB00607,124,HAS_SUBSTRUCTURE
DB00607,133,HAS_SUBSTRUCTURE
DB00607,160,HAS_SUBSTRUCTURE
DB00607,172,HAS_SUBSTRUCTURE
DB00607,175,HAS_SUBSTRUCTURE
DB00607,198,HAS_SUBSTRUCTURE
DB00607,223,HAS_SUBSTRUCTURE
DB00607,224,HAS_SUBSTRUCTURE
DB00607,234,HAS_SUBSTRUCTURE
DB00607,237,HAS_SUBSTRUCTURE
DB00607,259,HAS_SUBSTRUCTURE
DB00607,260,HAS_SUBSTRUCTURE
DB00607,261,HAS_SUBSTRUCTURE
DB00607,279,HAS_SUBSTRUCTURE
DB00607,282,HAS_SUBSTRUCTURE
DB00607,283,HAS_SUBSTRUCTURE
DB00607,289,HAS_SUBSTRUCTURE
DB00607,297,HAS_SUBSTRUCTURE
DB00607,298,HAS_SUBSTRUCTURE
DB00607,299,HAS_SUBSTRUCTURE
DB00607,313,HAS_SUBSTRUCTURE
DB00607,314,HAS_SUBSTRUCTURE
DB00607,324,HAS_SUBSTRUCTURE
DB00607,330,HAS_SUBSTRUCTURE
DB00607,331,HAS_SUBSTRUCTURE
DB00607,332,HAS_SUBSTRUCTURE
DB00607,336,HAS_SUBSTRUCTURE
DB00607,338,HAS_SUBSTRUCTURE
DB00607,348,HAS_SUBSTRUCTURE
DB00607,349,HAS_SUBSTRUCTURE
DB00607,350,HAS_SUBSTRUCTURE
DB00607,359,HAS_SUBSTRUCTURE
DB00607,383,HAS_SUBSTRUCTURE
DB00607,385,HAS_SUBSTRUCTURE
DB00607,388,HAS_SUBSTRUCTURE
DB00607,393,HAS_SUBSTRUCTURE
DB00607,394,HAS_SUBSTRUCTURE
DB00607,402,HAS_SUBSTRUCTURE
DB00607,407,HAS_SUBSTRUCTURE
DB00607,421,HAS_SUBSTRUCTURE
DB00607,439,HAS_SUBSTRUCTURE
DB00607,458,HAS_SUBSTRUCTURE
DB00607,464,HAS_SUBSTRUCTURE
DB00607,474,HAS_SUBSTRUCTURE
DB00607,491,HAS_SUBSTRUCTURE
DB00607,507,HAS_SUBSTRUCTURE
DB00607,509,HAS_SUBSTRUCTURE
DB00607,516,HAS_SUBSTRUCTURE
DB00607,526,HAS_SUBSTRUCTURE
DB00607,532,HAS_SUBSTRUCTURE
DB00607,535,HAS_SUBSTRUCTURE
DB00607,545,HAS_SUBSTRUCTURE
DB00607,555,HAS_SUBSTRUCTURE
DB00607,564,HAS_SUBSTRUCTURE
DB00607,565,HAS_SUBSTRUCTURE
DB00607,569,HAS_SUBSTRUCTURE
DB00607,576,HAS_SUBSTRUCTURE
DB00607,577,HAS_SUBSTRUCTURE
DB00607,585,HAS_SUBSTRUCTURE
DB00607,590,HAS_SUBSTRUCTURE
DB00607,595,HAS_SUBSTRUCTURE
DB00607,596,HAS_SUBSTRUCTURE
DB00607,610,HAS_SUBSTRUCTURE
DB00607,611,HAS_SUBSTRUCTURE
DB00607,620,HAS_SUBSTRUCTURE
DB00607,622,HAS_SUBSTRUCTURE
DB00607,623,HAS_SUBSTRUCTURE
DB00607,624,HAS_SUBSTRUCTURE
DB00607,625,HAS_SUBSTRUCTURE
DB00607,632,HAS_SUBSTRUCTURE
DB00607,634,HAS_SUBSTRUCTURE
DB00607,635,HAS_SUBSTRUCTURE
DB00607,636,HAS_SUBSTRUCTURE
DB00607,646,HAS_SUBSTRUCTURE
DB00607,653,HAS_SUBSTRUCTURE
DB00607,654,HAS_SUBSTRUCTURE
DB00607,656,HAS_SUBSTRUCTURE
DB00607,659,HAS_SUBSTRUCTURE
DB00607,671,HAS_SUBSTRUCTURE
DB00607,673,HAS_SUBSTRUCTURE
DB00607,694,HAS_SUBSTRUCTURE
DB00607,700,HAS_SUBSTRUCTURE
DB00607,711,HAS_SUBSTRUCTURE
DB00607,716,HAS_SUBSTRUCTURE
DB00607,719,HAS_SUBSTRUCTURE
DB00607,721,HAS_SUBSTRUCTURE
DB00607,722,HAS_SUBSTRUCTURE
DB00607,723,HAS_SUBSTRUCTURE
DB00607,725,HAS_SUBSTRUCTURE
DB00607,730,HAS_SUBSTRUCTURE
DB00607,732,HAS_SUBSTRUCTURE
DB00607,772,HAS_SUBSTRUCTURE
DB00607,779,HAS_SUBSTRUCTURE
DB00607,781,HAS_SUBSTRUCTURE
DB00607,794,HAS_SUBSTRUCTURE
DB00607,810,HAS_SUBSTRUCTURE
DB00607,813,HAS_SUBSTRUCTURE
DB00607,822,HAS_SUBSTRUCTURE
DB00607,826,HAS_SUBSTRUCTURE
DB00607,841,HAS_SUBSTRUCTURE
DB00607,850,HAS_SUBSTRUCTURE
DB00607,872,HAS_SUBSTRUCTURE
DB00607,877,HAS_SUBSTRUCTURE
DB00607,903,HAS_SUBSTRUCTURE
DB00607,906,HAS_SUBSTRUCTURE
DB00607,907,HAS_SUBSTRUCTURE
DB00607,913,HAS_SUBSTRUCTURE
DB00607,917,HAS_SUBSTRUCTURE
DB00607,918,HAS_SUBSTRUCTURE
DB00607,923,HAS_SUBSTRUCTURE
DB00607,924,HAS_SUBSTRUCTURE
DB00607,932,HAS_SUBSTRUCTURE
DB00607,934,HAS_SUBSTRUCTURE
DB00607,935,HAS_SUBSTRUCTURE
DB00607,937,HAS_SUBSTRUCTURE
DB00607,938,HAS_SUBSTRUCTURE
DB00607,943,HAS_SUBSTRUCTURE
DB00607,946,HAS_SUBSTRUCTURE
DB00607,947,HAS_SUBSTRUCTURE
DB00607,949,HAS_SUBSTRUCTURE
DB00607,958,HAS_SUBSTRUCTURE
DB00607,964,HAS_SUBSTRUCTURE
DB00607,972,HAS_SUBSTRUCTURE
DB00607,973,HAS_SUBSTRUCTURE
DB00607,974,HAS_SUBSTRUCTURE
DB00607,975,HAS_SUBSTRUCTURE
DB00607,986,HAS_SUBSTRUCTURE
DB00607,987,HAS_SUBSTRUCTURE
DB00607,991,HAS_SUBSTRUCTURE
DB00607,1008,HAS_SUBSTRUCTURE
DB00607,1019,HAS_SUBSTRUCTURE
DB00285,10,HAS_SUBSTRUCTURE
DB00285,11,HAS_SUBSTRUCTURE
DB00285,50,HAS_SUBSTRUCTURE
DB00285,66,HAS_SUBSTRUCTURE
DB00285,82,HAS_SUBSTRUCTURE
DB00285,83,HAS_SUBSTRUCTURE
DB00285,98,HAS_SUBSTRUCTURE
DB00285,106,HAS_SUBSTRUCTURE
DB00285,123,HAS_SUBSTRUCTURE
DB00285,157,HAS_SUBSTRUCTURE
DB00285,178,HAS_SUBSTRUCTURE
DB00285,181,HAS_SUBSTRUCTURE
DB00285,224,HAS_SUBSTRUCTURE
DB00285,261,HAS_SUBSTRUCTURE
DB00285,277,HAS_SUBSTRUCTURE
DB00285,279,HAS_SUBSTRUCTURE
DB00285,281,HAS_SUBSTRUCTURE
DB00285,288,HAS_SUBSTRUCTURE
DB00285,296,HAS_SUBSTRUCTURE
DB00285,313,HAS_SUBSTRUCTURE
DB00285,325,HAS_SUBSTRUCTURE
DB00285,342,HAS_SUBSTRUCTURE
DB00285,348,HAS_SUBSTRUCTURE
DB00285,349,HAS_SUBSTRUCTURE
DB00285,361,HAS_SUBSTRUCTURE
DB00285,385,HAS_SUBSTRUCTURE
DB00285,402,HAS_SUBSTRUCTURE
DB00285,430,HAS_SUBSTRUCTURE
DB00285,439,HAS_SUBSTRUCTURE
DB00285,440,HAS_SUBSTRUCTURE
DB00285,442,HAS_SUBSTRUCTURE
DB00285,474,HAS_SUBSTRUCTURE
DB00285,508,HAS_SUBSTRUCTURE
DB00285,516,HAS_SUBSTRUCTURE
DB00285,532,HAS_SUBSTRUCTURE
DB00285,545,HAS_SUBSTRUCTURE
DB00285,563,HAS_SUBSTRUCTURE
DB00285,569,HAS_SUBSTRUCTURE
DB00285,598,HAS_SUBSTRUCTURE
DB00285,600,HAS_SUBSTRUCTURE
DB00285,610,HAS_SUBSTRUCTURE
DB00285,656,HAS_SUBSTRUCTURE
DB00285,657,HAS_SUBSTRUCTURE
DB00285,671,HAS_SUBSTRUCTURE
DB00285,693,HAS_SUBSTRUCTURE
DB00285,694,HAS_SUBSTRUCTURE
DB00285,700,HAS_SUBSTRUCTURE
DB00285,711,HAS_SUBSTRUCTURE
DB00285,712,HAS_SUBSTRUCTURE
DB00285,716,HAS_SUBSTRUCTURE
DB00285,724,HAS_SUBSTRUCTURE
DB00285,748,HAS_SUBSTRUCTURE
DB00285,819,HAS_SUBSTRUCTURE
DB00285,826,HAS_SUBSTRUCTURE
DB00285,871,HAS_SUBSTRUCTURE
DB00285,877,HAS_SUBSTRUCTURE
DB00285,884,HAS_SUBSTRUCTURE
DB00285,906,HAS_SUBSTRUCTURE
DB00285,907,HAS_SUBSTRUCTURE
DB00285,913,HAS_SUBSTRUCTURE
DB00285,930,HAS_SUBSTRUCTURE
DB00285,932,HAS_SUBSTRUCTURE
DB00285,937,HAS_SUBSTRUCTURE
DB00285,949,HAS_SUBSTRUCTURE
DB00285,958,HAS_SUBSTRUCTURE
DB00285,964,HAS_SUBSTRUCTURE
DB00285,985,HAS_SUBSTRUCTURE
DB00872,10,HAS_SUBSTRUCTURE
DB00872,30,HAS_SUBSTRUCTURE
DB00872,38,HAS_SUBSTRUCTURE
DB00872,44,HAS_SUBSTRUCTURE
DB00872,51,HAS_SUBSTRUCTURE
DB00872,62,HAS_SUBSTRUCTURE
DB00872,63,HAS_SUBSTRUCTURE
DB00872,64,HAS_SUBSTRUCTURE
DB00872,65,HAS_SUBSTRUCTURE
DB00872,75,HAS_SUBSTRUCTURE
DB00872,76,HAS_SUBSTRUCTURE
DB00872,82,HAS_SUBSTRUCTURE
DB00872,83,HAS_SUBSTRUCTURE
DB00872,86,HAS_SUBSTRUCTURE
DB00872,87,HAS_SUBSTRUCTURE
DB00872,89,HAS_SUBSTRUCTURE
DB00872,90,HAS_SUBSTRUCTURE
DB00872,99,HAS_SUBSTRUCTURE
DB00872,105,HAS_SUBSTRUCTURE
DB00872,111,HAS_SUBSTRUCTURE
DB00872,112,HAS_SUBSTRUCTURE
DB00872,113,HAS_SUBSTRUCTURE
DB00872,123,HAS_SUBSTRUCTURE
DB00872,135,HAS_SUBSTRUCTURE
DB00872,136,HAS_SUBSTRUCTURE
DB00872,141,HAS_SUBSTRUCTURE
DB00872,143,HAS_SUBSTRUCTURE
DB00872,160,HAS_SUBSTRUCTURE
DB00872,165,HAS_SUBSTRUCTURE
DB00872,170,HAS_SUBSTRUCTURE
DB00872,200,HAS_SUBSTRUCTURE
DB00872,202,HAS_SUBSTRUCTURE
DB00872,212,HAS_SUBSTRUCTURE
DB00872,217,HAS_SUBSTRUCTURE
DB00872,223,HAS_SUBSTRUCTURE
DB00872,224,HAS_SUBSTRUCTURE
DB00872,225,HAS_SUBSTRUCTURE
DB00872,237,HAS_SUBSTRUCTURE
DB00872,243,HAS_SUBSTRUCTURE
DB00872,248,HAS_SUBSTRUCTURE
DB00872,253,HAS_SUBSTRUCTURE
DB00872,257,HAS_SUBSTRUCTURE
DB00872,259,HAS_SUBSTRUCTURE
DB00872,260,HAS_SUBSTRUCTURE
DB00872,261,HAS_SUBSTRUCTURE
DB00872,275,HAS_SUBSTRUCTURE
DB00872,279,HAS_SUBSTRUCTURE
DB00872,285,HAS_SUBSTRUCTURE
DB00872,294,HAS_SUBSTRUCTURE
DB00872,302,HAS_SUBSTRUCTURE
DB00872,303,HAS_SUBSTRUCTURE
DB00872,305,HAS_SUBSTRUCTURE
DB00872,313,HAS_SUBSTRUCTURE
DB00872,317,HAS_SUBSTRUCTURE
DB00872,318,HAS_SUBSTRUCTURE
DB00872,330,HAS_SUBSTRUCTURE
DB00872,331,HAS_SUBSTRUCTURE
DB00872,336,HAS_SUBSTRUCTURE
DB00872,338,HAS_SUBSTRUCTURE
DB00872,342,HAS_SUBSTRUCTURE
DB00872,348,HAS_SUBSTRUCTURE
DB00872,349,HAS_SUBSTRUCTURE
DB00872,364,HAS_SUBSTRUCTURE
DB00872,370,HAS_SUBSTRUCTURE
DB00872,373,HAS_SUBSTRUCTURE
DB00872,379,HAS_SUBSTRUCTURE
DB00872,383,HAS_SUBSTRUCTURE
DB00872,394,HAS_SUBSTRUCTURE
DB00872,407,HAS_SUBSTRUCTURE
DB00872,415,HAS_SUBSTRUCTURE
DB00872,430,HAS_SUBSTRUCTURE
DB00872,443,HAS_SUBSTRUCTURE
DB00872,444,HAS_SUBSTRUCTURE
DB00872,462,HAS_SUBSTRUCTURE
DB00872,474,HAS_SUBSTRUCTURE
DB00872,476,HAS_SUBSTRUCTURE
DB00872,477,HAS_SUBSTRUCTURE
DB00872,490,HAS_SUBSTRUCTURE
DB00872,496,HAS_SUBSTRUCTURE
DB00872,498,HAS_SUBSTRUCTURE
DB00872,499,HAS_SUBSTRUCTURE
DB00872,502,HAS_SUBSTRUCTURE
DB00872,507,HAS_SUBSTRUCTURE
DB00872,514,HAS_SUBSTRUCTURE
DB00872,515,HAS_SUBSTRUCTURE
DB00872,531,HAS_SUBSTRUCTURE
DB00872,532,HAS_SUBSTRUCTURE
DB00872,544,HAS_SUBSTRUCTURE
DB00872,551,HAS_SUBSTRUCTURE
DB00872,555,HAS_SUBSTRUCTURE
DB00872,562,HAS_SUBSTRUCTURE
DB00872,569,HAS_SUBSTRUCTURE
DB00872,574,HAS_SUBSTRUCTURE
DB00872,576,HAS_SUBSTRUCTURE
DB00872,577,HAS_SUBSTRUCTURE
DB00872,592,HAS_SUBSTRUCTURE
DB00872,597,HAS_SUBSTRUCTURE
DB00872,598,HAS_SUBSTRUCTURE
DB00872,610,HAS_SUBSTRUCTURE
DB00872,620,HAS_SUBSTRUCTURE
DB00872,624,HAS_SUBSTRUCTURE
DB00872,633,HAS_SUBSTRUCTURE
DB00872,634,HAS_SUBSTRUCTURE
DB00872,652,HAS_SUBSTRUCTURE
DB00872,655,HAS_SUBSTRUCTURE
DB00872,656,HAS_SUBSTRUCTURE
DB00872,671,HAS_SUBSTRUCTURE
DB00872,675,HAS_SUBSTRUCTURE
DB00872,681,HAS_SUBSTRUCTURE
DB00872,688,HAS_SUBSTRUCTURE
DB00872,689,HAS_SUBSTRUCTURE
DB00872,692,HAS_SUBSTRUCTURE
DB00872,694,HAS_SUBSTRUCTURE
DB00872,702,HAS_SUBSTRUCTURE
DB00872,709,HAS_SUBSTRUCTURE
DB00872,711,HAS_SUBSTRUCTURE
DB00872,714,HAS_SUBSTRUCTURE
DB00872,716,HAS_SUBSTRUCTURE
DB00872,721,HAS_SUBSTRUCTURE
DB00872,724,HAS_SUBSTRUCTURE
DB00872,733,HAS_SUBSTRUCTURE
DB00872,744,HAS_SUBSTRUCTURE
DB00872,745,HAS_SUBSTRUCTURE
DB00872,759,HAS_SUBSTRUCTURE
DB00872,771,HAS_SUBSTRUCTURE
DB00872,772,HAS_SUBSTRUCTURE
DB00872,775,HAS_SUBSTRUCTURE
DB00872,781,HAS_SUBSTRUCTURE
DB00872,782,HAS_SUBSTRUCTURE
DB00872,788,HAS_SUBSTRUCTURE
DB00872,794,HAS_SUBSTRUCTURE
DB00872,814,HAS_SUBSTRUCTURE
DB00872,836,HAS_SUBSTRUCTURE
DB00872,839,HAS_SUBSTRUCTURE
DB00872,848,HAS_SUBSTRUCTURE
DB00872,870,HAS_SUBSTRUCTURE
DB00872,871,HAS_SUBSTRUCTURE
DB00872,891,HAS_SUBSTRUCTURE
DB00872,894,HAS_SUBSTRUCTURE
DB00872,901,HAS_SUBSTRUCTURE
DB00872,906,HAS_SUBSTRUCTURE
DB00872,907,HAS_SUBSTRUCTURE
DB00872,908,HAS_SUBSTRUCTURE
DB00872,913,HAS_SUBSTRUCTURE
DB00872,921,HAS_SUBSTRUCTURE
DB00872,925,HAS_SUBSTRUCTURE
DB00872,928,HAS_SUBSTRUCTURE
DB00872,937,HAS_SUBSTRUCTURE
DB00872,945,HAS_SUBSTRUCTURE
DB00872,949,HAS_SUBSTRUCTURE
DB00872,961,HAS_SUBSTRUCTURE
DB00872,972,HAS_SUBSTRUCTURE
DB00872,973,HAS_SUBSTRUCTURE
DB00872,994,HAS_SUBSTRUCTURE
DB00872,1002,HAS_SUBSTRUCTURE
DB00872,1006,HAS_SUBSTRUCTURE
DB00872,1007,HAS_SUBSTRUCTURE
DB00872,1008,HAS_SUBSTRUCTURE
DB00872,1019,HAS_SUBSTRUCTURE
DB00872,1020,HAS_SUBSTRUCTURE
DB00870,11,HAS_SUBSTRUCTURE
DB00870,17,HAS_SUBSTRUCTURE
DB00870,23,HAS_SUBSTRUCTURE
DB00870,24,HAS_SUBSTRUCTURE
DB00870,46,HAS_SUBSTRUCTURE
DB00870,64,HAS_SUBSTRUCTURE
DB00870,66,HAS_SUBSTRUCTURE
DB00870,82,HAS_SUBSTRUCTURE
DB00870,104,HAS_SUBSTRUCTURE
DB00870,105,HAS_SUBSTRUCTURE
DB00870,131,HAS_SUBSTRUCTURE
DB00870,159,HAS_SUBSTRUCTURE
DB00870,219,HAS_SUBSTRUCTURE
DB00870,222,HAS_SUBSTRUCTURE
DB00870,224,HAS_SUBSTRUCTURE
DB00870,250,HAS_SUBSTRUCTURE
DB00870,259,HAS_SUBSTRUCTURE
DB00870,261,HAS_SUBSTRUCTURE
DB00870,279,HAS_SUBSTRUCTURE
DB00870,285,HAS_SUBSTRUCTURE
DB00870,313,HAS_SUBSTRUCTURE
DB00870,328,HAS_SUBSTRUCTURE
DB00870,330,HAS_SUBSTRUCTURE
DB00870,332,HAS_SUBSTRUCTURE
DB00870,338,HAS_SUBSTRUCTURE
DB00870,340,HAS_SUBSTRUCTURE
DB00870,348,HAS_SUBSTRUCTURE
DB00870,351,HAS_SUBSTRUCTURE
DB00870,364,HAS_SUBSTRUCTURE
DB00870,387,HAS_SUBSTRUCTURE
DB00870,437,HAS_SUBSTRUCTURE
DB00870,450,HAS_SUBSTRUCTURE
DB00870,452,HAS_SUBSTRUCTURE
DB00870,474,HAS_SUBSTRUCTURE
DB00870,492,HAS_SUBSTRUCTURE
DB00870,497,HAS_SUBSTRUCTURE
DB00870,505,HAS_SUBSTRUCTURE
DB00870,508,HAS_SUBSTRUCTURE
DB00870,516,HAS_SUBSTRUCTURE
DB00870,532,HAS_SUBSTRUCTURE
DB00870,558,HAS_SUBSTRUCTURE
DB00870,563,HAS_SUBSTRUCTURE
DB00870,575,HAS_SUBSTRUCTURE
DB00870,613,HAS_SUBSTRUCTURE
DB00870,624,HAS_SUBSTRUCTURE
DB00870,633,HAS_SUBSTRUCTURE
DB00870,648,HAS_SUBSTRUCTURE
DB00870,652,HAS_SUBSTRUCTURE
DB00870,653,HAS_SUBSTRUCTURE
DB00870,656,HAS_SUBSTRUCTURE
DB00870,671,HAS_SUBSTRUCTURE
DB00870,672,HAS_SUBSTRUCTURE
DB00870,682,HAS_SUBSTRUCTURE
DB00870,700,HAS_SUBSTRUCTURE
DB00870,711,HAS_SUBSTRUCTURE
DB00870,716,HAS_SUBSTRUCTURE
DB00870,724,HAS_SUBSTRUCTURE
DB00870,727,HAS_SUBSTRUCTURE
DB00870,745,HAS_SUBSTRUCTURE
DB00870,769,HAS_SUBSTRUCTURE
DB00870,782,HAS_SUBSTRUCTURE
DB00870,793,HAS_SUBSTRUCTURE
DB00870,808,HAS_SUBSTRUCTURE
DB00870,871,HAS_SUBSTRUCTURE
DB00870,906,HAS_SUBSTRUCTURE
DB00870,913,HAS_SUBSTRUCTURE
DB00870,927,HAS_SUBSTRUCTURE
DB00870,937,HAS_SUBSTRUCTURE
DB00870,972,HAS_SUBSTRUCTURE
DB00870,999,HAS_SUBSTRUCTURE
DB00870,1009,HAS_SUBSTRUCTURE
DB01589,4,HAS_SUBSTRUCTURE
DB01589,10,HAS_SUBSTRUCTURE
DB01589,11,HAS_SUBSTRUCTURE
DB01589,13,HAS_SUBSTRUCTURE
DB01589,17,HAS_SUBSTRUCTURE
DB01589,18,HAS_SUBSTRUCTURE
DB01589,26,HAS_SUBSTRUCTURE
DB01589,30,HAS_SUBSTRUCTURE
DB01589,31,HAS_SUBSTRUCTURE
DB01589,40,HAS_SUBSTRUCTURE
DB01589,63,HAS_SUBSTRUCTURE
DB01589,66,HAS_SUBSTRUCTURE
DB01589,75,HAS_SUBSTRUCTURE
DB01589,80,HAS_SUBSTRUCTURE
DB01589,82,HAS_SUBSTRUCTURE
DB01589,83,HAS_SUBSTRUCTURE
DB01589,84,HAS_SUBSTRUCTURE
DB01589,100,HAS_SUBSTRUCTURE
DB01589,101,HAS_SUBSTRUCTURE
