drug,other,type
DB00753,C0011849,INDICATED_FOR
DB00755,C0026986,INDICATED_FOR
DB00755,C0558148,INDICATED_FOR
DB00755,C0162834,INDICATED_FOR
DB00755,C0085762,INDICATED_FOR
DB00755,C0920193,INDICATED_FOR
DB00755,C0702166,INDICATED_FOR
DB00755,C0151908,INDICATED_FOR
DB00755,C0036220,INDICATED_FOR
DB00755,C0041582,INDICATED_FOR
DB00755,C0086132,INDICATED_FOR
DB00755,C0022603,INDICATED_FOR
DB00755,C0022602,INDICATED_FOR
DB00755,C0263415,INDICATED_FOR
DB00755,C0025218,INDICATED_FOR
DB00755,C0332563,INDICATED_FOR
DB00755,C0852733,INDICATED_FOR
DB00755,C0004364,INDICATED_FOR
DB00755,C0276535,INDICATED_FOR
DB00755,C0023321,INDICATED_FOR
DB00755,C0424605,INDICATED_FOR
DB00755,C0004096,INDICATED_FOR
DB00755,C0011849,INDICATED_FOR
DB00755,C0037286,INDICATED_FOR
DB00755,C0010666,INDICATED_FOR
DB00755,C0028259,INDICATED_FOR
DB00755,C0028754,INDICATED_FOR
DB00755,C0085641,INDICATED_FOR
DB00755,C0001175,INDICATED_FOR
DB00755,C0237849,INDICATED_FOR
DB00755,C0010495,INDICATED_FOR
DB00755,C0000768,INDICATED_FOR
DB00755,C0037301,INDICATED_FOR
DB00755,C0263442,INDICATED_FOR
DB00755,C0039446,INDICATED_FOR
DB00755,C0001973,INDICATED_FOR
DB00755,C0870082,INDICATED_FOR
DB00755,C0023487,INDICATED_FOR
DB00755,C0007114,INDICATED_FOR
DB00755,C0154251,INDICATED_FOR
DB00978,C0004610,INDICATED_FOR
DB00978,C0042029,INDICATED_FOR
DB00978,C0009450,INDICATED_FOR
DB00978,C0232849,INDICATED_FOR
DB00978,C0008677,INDICATED_FOR
DB00978,C0010692,INDICATED_FOR
DB00978,C0403632,INDICATED_FOR
DB00209,C0042024,INDICATED_FOR
DB00209,C0150045,INDICATED_FOR
DB00209,C0042023,INDICATED_FOR
DB00209,C0878773,INDICATED_FOR
DB00208,C0038454,INDICATED_FOR
DB00208,C0027947,INDICATED_FOR
DB00208,C0040053,INDICATED_FOR
DB00208,C0018939,INDICATED_FOR
DB00208,C0001824,INDICATED_FOR
DB00208,C0034155,INDICATED_FOR
DB00208,C0002874,INDICATED_FOR
DB00975,C0948089,INDICATED_FOR
DB00975,C1956346,INDICATED_FOR
DB00975,C0013922,INDICATED_FOR
DB00975,C1096119,INDICATED_FOR
DB00975,C0007787,INDICATED_FOR
DB00975,C0340726,INDICATED_FOR
DB00975,C0027051,INDICATED_FOR
DB00975,C1142412,INDICATED_FOR
DB00975,C0948008,INDICATED_FOR
DB00612,C0018801,INDICATED_FOR
DB00612,C0020538,INDICATED_FOR
DB00612,C0004096,INDICATED_FOR
DB00204,C0428974,INDICATED_FOR
DB00204,C0004238,INDICATED_FOR
DB00204,C0004239,INDICATED_FOR
DB00204,C0085612,INDICATED_FOR
DB00204,C0016385,INDICATED_FOR
DB00204,C0018799,INDICATED_FOR
DB00204,C0232201,INDICATED_FOR
DB00203,C0020538,INDICATED_FOR
DB00203,C2973725,INDICATED_FOR
DB00203,C0009782,INDICATED_FOR
DB00203,C0026827,INDICATED_FOR
DB00203,C0023890,INDICATED_FOR
DB00203,C0026837,INDICATED_FOR
DB00203,C0023895,INDICATED_FOR
DB00203,C0011849,INDICATED_FOR
DB00203,C0020542,INDICATED_FOR
DB00203,C0085605,INDICATED_FOR
DB00203,C0152021,INDICATED_FOR
DB00203,C0035078,INDICATED_FOR
DB00203,C0037929,INDICATED_FOR
DB00203,C1565489,INDICATED_FOR
DB00203,C0015663,INDICATED_FOR
DB00203,C0242350,INDICATED_FOR
DB00202,C0026827,INDICATED_FOR
DB00973,C0020443,INDICATED_FOR
DB00973,C0043096,INDICATED_FOR
DB00973,C0549399,INDICATED_FOR
DB00973,C0020473,INDICATED_FOR
DB00973,C0151691,INDICATED_FOR
DB00973,C0085631,INDICATED_FOR
DB00973,C0242339,INDICATED_FOR
DB00973,C0023895,INDICATED_FOR
DB00973,C0342907,INDICATED_FOR
DB00973,C0022661,INDICATED_FOR
DB00973,C0745103,INDICATED_FOR
DB00973,C0020481,INDICATED_FOR
DB00973,C0003850,INDICATED_FOR
DB00972,C1260880,INDICATED_FOR
DB00972,C0018621,INDICATED_FOR
DB00972,C0027441,INDICATED_FOR
DB00972,C0009766,INDICATED_FOR
DB00972,C1322281,INDICATED_FOR
DB00972,C0035460,INDICATED_FOR
DB00972,C0033774,INDICATED_FOR
DB00972,C0037383,INDICATED_FOR
DB00972,C0027424,INDICATED_FOR
DB00972,C2938875,INDICATED_FOR
DB00972,C2607914,INDICATED_FOR
DB00972,C0848309,INDICATED_FOR
DB00683,C2830004,INDICATED_FOR
DB00683,C0003467,INDICATED_FOR
DB00683,C0917801,INDICATED_FOR
DB00683,C0043246,INDICATED_FOR
DB00683,C0002622,INDICATED_FOR
DB00683,C0032519,INDICATED_FOR
DB00683,C0700361,INDICATED_FOR
DB00683,C0014544,INDICATED_FOR
DB00683,C0036572,INDICATED_FOR
DB00683,C0233794,INDICATED_FOR
DB00687,C0006142,INDICATED_FOR
DB00687,C0271738,INDICATED_FOR
DB00687,C0006826,INDICATED_FOR
DB00687,C0001403,INDICATED_FOR
DB00687,C0302280,INDICATED_FOR
DB00687,C0020651,INDICATED_FOR
DB00686,C0232849,INDICATED_FOR
DB00686,C0234215,INDICATED_FOR
DB00686,C0282488,INDICATED_FOR
DB00685,C1112209,INDICATED_FOR
DB00685,C0744130,INDICATED_FOR
DB00685,C0014179,INDICATED_FOR
DB00685,C0009450,INDICATED_FOR
DB00685,C0030790,INDICATED_FOR
DB00685,C0032285,INDICATED_FOR
DB00685,C0029443,INDICATED_FOR
DB00685,C0000817,INDICATED_FOR
DB00685,C0030455,INDICATED_FOR
DB00373,C0002962,INDICATED_FOR
DB00373,C0948089,INDICATED_FOR
DB00373,C0028840,INDICATED_FOR
DB00373,C0020538,INDICATED_FOR
DB00373,C0149931,INDICATED_FOR
DB00373,C0017612,INDICATED_FOR
DB00373,C0011849,INDICATED_FOR
DB00373,C0151744,INDICATED_FOR
DB00373,C0004238,INDICATED_FOR
DB00373,C0017601,INDICATED_FOR
DB00373,C0242407,INDICATED_FOR
DB00373,C0085580,INDICATED_FOR
DB00373,C0027051,INDICATED_FOR
DB00373,C0016385,INDICATED_FOR
DB00373,C0154723,INDICATED_FOR
DB00214,C0022661,INDICATED_FOR
DB00214,C0151763,INDICATED_FOR
DB00214,C0020538,INDICATED_FOR
DB00214,C0013604,INDICATED_FOR
DB00214,C0023895,INDICATED_FOR
DB00214,C0022658,INDICATED_FOR
DB00214,C0032617,INDICATED_FOR
DB00214,C0035078,INDICATED_FOR
DB00214,C0239571,INDICATED_FOR
DB00214,C0018802,INDICATED_FOR
DB00214,C1565489,INDICATED_FOR
DB00371,C0003467,INDICATED_FOR
DB00371,C0233494,INDICATED_FOR
DB00371,C0003469,INDICATED_FOR
DB00370,C0424091,INDICATED_FOR
DB00370,C0948089,INDICATED_FOR
DB00370,C0344315,INDICATED_FOR
DB00370,C0085631,INDICATED_FOR
DB00370,C0027051,INDICATED_FOR
DB00370,C1269683,INDICATED_FOR
DB00370,C0009676,INDICATED_FOR
DB00370,C2830004,INDICATED_FOR
DB00370,C0233414,INDICATED_FOR
DB00370,C0004936,INDICATED_FOR
DB00370,C0023895,INDICATED_FOR
DB00370,C0917799,INDICATED_FOR
DB00370,C0012833,INDICATED_FOR
DB00370,C0035078,INDICATED_FOR
DB00370,C0233477,INDICATED_FOR
DB00370,C0018799,INDICATED_FOR
DB00370,C0015672,INDICATED_FOR
DB00370,C1565489,INDICATED_FOR
DB00370,C0002962,INDICATED_FOR
DB00370,C0917801,INDICATED_FOR
DB00370,C0004093,INDICATED_FOR
DB00370,C1306341,INDICATED_FOR
DB00370,C0003467,INDICATED_FOR
DB00370,C0036572,INDICATED_FOR
DB00370,C0018379,INDICATED_FOR
DB00370,C0011570,INDICATED_FOR
DB00370,C0424000,INDICATED_FOR
DB00370,C0013146,INDICATED_FOR
DB00370,C0038663,INDICATED_FOR
DB00370,C0022658,INDICATED_FOR
DB00370,C0948008,INDICATED_FOR
DB00370,C0013415,INDICATED_FOR
DB00370,C0554976,INDICATED_FOR
DB00370,C1443060,INDICATED_FOR
DB00377,C1868752,INDICATED_FOR
DB00377,C0006826,INDICATED_FOR
DB00377,C0027497,INDICATED_FOR
DB00377,C0042963,INDICATED_FOR
DB00376,C0015371,INDICATED_FOR
DB00376,C0242422,INDICATED_FOR
DB00376,C0003850,INDICATED_FOR
DB00215,C0151611,INDICATED_FOR
DB00215,C0424091,INDICATED_FOR
DB00215,C0233477,INDICATED_FOR
DB00215,C0344315,INDICATED_FOR
DB00215,C0876994,INDICATED_FOR
DB00215,C0085631,INDICATED_FOR
DB00215,C0002622,INDICATED_FOR
DB00215,C0085633,INDICATED_FOR
DB00215,C0031572,INDICATED_FOR
DB00215,C0344232,INDICATED_FOR
DB00215,C1269683,INDICATED_FOR
DB00215,C0600104,INDICATED_FOR
DB00215,C0233697,INDICATED_FOR
DB00215,C0233414,INDICATED_FOR
DB00215,C0020039,INDICATED_FOR
DB00215,C0270549,INDICATED_FOR
DB00215,C0917799,INDICATED_FOR
DB00215,C0001807,INDICATED_FOR
DB00215,C0233472,INDICATED_FOR
DB00215,C0007780,INDICATED_FOR
DB00215,C0035078,INDICATED_FOR
DB00215,C0028768,INDICATED_FOR
DB00215,C0007785,INDICATED_FOR
DB00215,C0392156,INDICATED_FOR
DB00215,C0009241,INDICATED_FOR
DB00215,C0043352,INDICATED_FOR
DB00215,C0018799,INDICATED_FOR
DB00215,C0233494,INDICATED_FOR
DB00215,C0679048,INDICATED_FOR
DB00215,C0038525,INDICATED_FOR
DB00215,C0007820,INDICATED_FOR
DB00215,C0497327,INDICATED_FOR
DB00215,C0917801,INDICATED_FOR
DB00215,C0004093,INDICATED_FOR
DB00215,C0851578,INDICATED_FOR
DB00215,C0011551,INDICATED_FOR
DB00215,C0022116,INDICATED_FOR
DB00215,C1306341,INDICATED_FOR
DB00215,C0009595,INDICATED_FOR
DB00215,C0424000,INDICATED_FOR
DB00215,C0003467,INDICATED_FOR
DB00215,C0018379,INDICATED_FOR
DB00215,C0877854,INDICATED_FOR
DB00215,C0002395,INDICATED_FOR
DB00215,C0011570,INDICATED_FOR
DB00215,C1565489,INDICATED_FOR
DB00215,C0022107,INDICATED_FOR
DB00215,C0013146,INDICATED_FOR
DB00215,C0003469,INDICATED_FOR
DB00215,C2937358,INDICATED_FOR
DB00215,C1760428,INDICATED_FOR
DB00215,C0424296,INDICATED_FOR
DB00215,C0038663,INDICATED_FOR
DB00215,C0011269,INDICATED_FOR
DB00215,C0086565,INDICATED_FOR
DB00215,C0700361,INDICATED_FOR
DB00215,C0015672,INDICATED_FOR
DB00215,C0079102,INDICATED_FOR
DB00215,C0020651,INDICATED_FOR
DB00215,C0015663,INDICATED_FOR
DB00215,C0554976,INDICATED_FOR
DB00215,C0013415,INDICATED_FOR
DB00270,C0020538,INDICATED_FOR
DB00276,C0023418,INDICATED_FOR
DB00276,C0020621,INDICATED_FOR
DB00277,C0004096,INDICATED_FOR
DB00277,C0006266,INDICATED_FOR
DB00277,C0034067,INDICATED_FOR
DB00277,C0024115,INDICATED_FOR
DB00277,C0020550,INDICATED_FOR
DB00277,C0024117,INDICATED_FOR
DB00277,C0085129,INDICATED_FOR
DB00277,C0008677,INDICATED_FOR
DB00275,C0002962,INDICATED_FOR
DB00275,C0948089,INDICATED_FOR
DB00275,C0020473,INDICATED_FOR
DB00275,C0020538,INDICATED_FOR
DB00275,C0011849,INDICATED_FOR
DB00275,C0020649,INDICATED_FOR
DB00275,C0011881,INDICATED_FOR
DB00275,C0027051,INDICATED_FOR
DB00275,C0018801,INDICATED_FOR
DB06237,C0242350,INDICATED_FOR
DB00210,C0702166,INDICATED_FOR
DB00210,C0263443,INDICATED_FOR
DB00211,C0393571,INDICATED_FOR
DB00211,C0030567,INDICATED_FOR
DB00211,C0497247,INDICATED_FOR
DB00211,C0005779,INDICATED_FOR
DB00211,C0023895,INDICATED_FOR
DB00211,C0011849,INDICATED_FOR
DB00211,C1258192,INDICATED_FOR
DB00211,C0428977,INDICATED_FOR
DB00211,C0242422,INDICATED_FOR
DB00211,C1112176,INDICATED_FOR
DB00211,C0020649,INDICATED_FOR
DB00211,C0277884,INDICATED_FOR
DB00211,C0020651,INDICATED_FOR
DB00297,C0151763,INDICATED_FOR
DB00297,C0474368,INDICATED_FOR
DB00297,C0043250,INDICATED_FOR
DB00297,C0085631,INDICATED_FOR
DB00297,C0023895,INDICATED_FOR
DB00297,C0009421,INDICATED_FOR
DB00297,C0004245,INDICATED_FOR
DB00297,C0007166,INDICATED_FOR
DB00297,C0026827,INDICATED_FOR
DB00297,C0036572,INDICATED_FOR
DB00297,C0040822,INDICATED_FOR
DB00297,C0018790,INDICATED_FOR
DB00297,C0085612,INDICATED_FOR
DB00297,C0239571,INDICATED_FOR
DB00297,C0085593,INDICATED_FOR
DB00297,C0162297,INDICATED_FOR
DB00297,C1142412,INDICATED_FOR
DB00297,C0030193,INDICATED_FOR
DB00297,C1258192,INDICATED_FOR
DB00297,C1619712,INDICATED_FOR
DB00964,C0039242,INDICATED_FOR
DB04854,C0018099,INDICATED_FOR
DB04854,C0740394,INDICATED_FOR
DB04854,C0221248,INDICATED_FOR
DB04854,C0035078,INDICATED_FOR
DB04854,C0235416,INDICATED_FOR
DB04854,C0003868,INDICATED_FOR
